epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,638.628,1.32598,1.52632,1.84077,0.10929,0.33898,0.21108,0.12284,2.23982,3.91646,2.86708,0.0008054,0.0008054,0.0008054
183,642.128,1.52664,1.72203,2.04558,0.11333,0.28814,0.17101,0.09925,2.2975,4.08223,2.92162,0.0007988,0.0007988,0.0007988
184,645.76,1.38658,1.61986,1.86527,0.37626,0.08475,0.13197,0.07839,2.27257,3.66546,2.91215,0.0007922,0.0007922,0.0007922
185,649.377,1.42195,1.57071,1.94078,0.65059,0.13559,0.20252,0.10712,2.30077,3.41284,2.97467,0.0007856,0.0007856,0.0007856
186,653.044,1.52928,1.67989,2.01831,0.60183,0.10169,0.19148,0.11258,2.32285,3.61957,2.98691,0.000779,0.000779,0.000779
187,656.724,1.40382,2.06115,1.93149,0.58284,0.0678,0.15044,0.08871,2.39338,3.89784,3.07586,0.0007724,0.0007724,0.0007724
188,660.37,1.56069,1.87604,1.98853,0.78814,0.06378,0.11525,0.06627,2.3451,4.13267,3.04672,0.0007658,0.0007658,0.0007658
189,663.942,1.49149,1.58424,1.95478,0.74154,0.05085,0.09822,0.05564,2.33147,4.19241,3.00953,0.0007592,0.0007592,0.0007592
190,667.446,1.72784,2.00207,2.10472,0.94117,0.05085,0.09357,0.05744,2.282,4.14645,2.9116,0.0007526,0.0007526,0.0007526
191,671.067,1.4098,1.66133,1.92038,0.08907,0.37288,0.13637,0.07698,2.16546,3.8954,2.79711,0.000746,0.000746,0.000746
192,674.71,1.21253,2.10761,1.64217,0.08333,0.37288,0.13529,0.06932,2.25519,3.94843,2.89868,0.0007394,0.0007394,0.0007394
193,678.264,1.50841,1.80926,1.98149,0.23698,0.13559,0.13323,0.07079,2.24539,3.70217,2.83349,0.0007328,0.0007328,0.0007328
194,681.822,1.56543,1.82166,1.94601,0.38248,0.15254,0.17654,0.07903,2.25664,3.5894,2.8016,0.0007262,0.0007262,0.0007262
195,685.339,1.3383,1.68912,1.85562,0.11465,0.30508,0.14881,0.08409,2.22086,4.04917,2.85129,0.0007196,0.0007196,0.0007196
196,688.979,1.40126,1.63938,1.98296,0.07917,0.32203,0.11338,0.068,2.22472,3.84815,2.87193,0.000713,0.000713,0.000713
197,692.602,1.39163,1.36691,1.89613,0.05906,0.49153,0.10781,0.06449,2.26582,3.61693,2.89373,0.0007064,0.0007064,0.0007064
198,696.178,1.555,1.63731,2.01186,0.25577,0.10169,0.1619,0.09059,2.29165,3.44434,2.88296,0.0006998,0.0006998,0.0006998
199,699.887,1.43591,1.53571,1.91383,0.35967,0.162,0.21445,0.10127,2.34182,3.3499,2.92164,0.0006932,0.0006932,0.0006932
200,703.514,1.67528,2.07938,1.96349,0.62021,0.11112,0.17951,0.087,2.3497,3.67906,2.94671,0.0006866,0.0006866,0.0006866
201,707.087,1.54787,1.65804,2.00506,0.69906,0.10169,0.16167,0.08629,2.30333,4.04103,2.96192,0.00068,0.00068,0.00068
202,710.734,1.57879,1.80204,2.10577,0.61993,0.10169,0.17609,0.09114,2.27443,3.93783,2.93014,0.0006734,0.0006734,0.0006734
203,714.57,1.34414,1.53356,1.93327,0.42068,0.19707,0.22093,0.11427,2.22142,3.27842,2.81771,0.0006668,0.0006668,0.0006668
204,718.174,1.38833,1.72847,1.96011,0.40922,0.27005,0.29349,0.1441,2.23196,2.9826,2.79552,0.0006602,0.0006602,0.0006602
205,721.75,1.4908,1.7363,2.06783,0.11224,0.55932,0.2605,0.13749,2.21429,3.50905,2.81129,0.0006536,0.0006536,0.0006536
206,725.303,1.33771,1.35228,1.90969,0.09668,0.54237,0.25484,0.14867,2.14201,3.49625,2.81069,0.000647,0.000647,0.000647
207,728.882,1.4866,2.10196,1.78938,0.43064,0.16949,0.20604,0.11434,2.18176,3.2866,2.82056,0.0006404,0.0006404,0.0006404
208,732.509,1.38198,1.48475,1.92447,0.34655,0.144,0.2002,0.10166,2.31819,3.45046,2.94386,0.0006338,0.0006338,0.0006338
209,736.078,1.316,1.82926,1.845,0.5285,0.15254,0.20423,0.11201,2.33125,3.61766,2.98386,0.0006272,0.0006272,0.0006272
210,739.667,1.26727,2.13177,1.7619,0.51516,0.20339,0.23164,0.12173,2.27236,3.43736,2.90863,0.0006206,0.0006206,0.0006206
211,743.233,1.31961,1.39496,1.82727,0.43621,0.22034,0.28426,0.13828,2.26828,3.10694,2.85705,0.000614,0.000614,0.000614
212,746.821,1.261,1.27654,1.76438,0.57446,0.13739,0.26758,0.13898,2.23879,3.45303,2.84383,0.0006074,0.0006074,0.0006074
213,750.34,1.38709,1.4357,1.88009,0.5245,0.15254,0.262,0.15066,2.2977,3.76013,2.88465,0.0006008,0.0006008,0.0006008
214,753.848,1.48132,1.66463,2.10442,0.13656,0.52542,0.26706,0.15485,2.27132,3.74392,2.89555,0.0005942,0.0005942,0.0005942
215,757.454,1.44834,1.52777,1.98769,0.60826,0.10169,0.26115,0.14242,2.1874,3.43989,2.82308,0.0005876,0.0005876,0.0005876
216,760.978,1.21342,2.4592,1.67799,0.35852,0.27119,0.25843,0.1462,2.17124,3.39446,2.80581,0.000581,0.000581,0.000581
217,764.591,1.45216,1.61233,1.93401,0.68049,0.10169,0.27538,0.15203,2.15691,3.3963,2.80948,0.0005744,0.0005744,0.0005744
218,768.264,1.33054,1.42043,1.91648,0.58903,0.16949,0.26394,0.14438,2.14176,3.32714,2.78653,0.0005678,0.0005678,0.0005678
219,771.934,1.45577,1.67172,2.00279,0.53345,0.11864,0.21331,0.12143,2.14538,3.42466,2.79281,0.0005612,0.0005612,0.0005612
220,775.577,1.44215,1.52598,1.93621,0.58692,0.0678,0.14444,0.0882,2.18316,3.76461,2.88034,0.0005546,0.0005546,0.0005546
221,779.17,1.5632,1.62966,1.9933,0.95207,0.0678,0.11408,0.06771,2.23744,3.9135,2.9141,0.000548,0.000548,0.000548
222,782.718,1.47812,1.79695,2.02277,0.1,0.27119,0.13192,0.08169,2.20705,4.11286,2.88774,0.0005414,0.0005414,0.0005414
223,786.254,1.31372,1.52207,1.83421,0.72009,0.08475,0.16221,0.101,2.18198,3.97017,2.85883,0.0005348,0.0005348,0.0005348
224,790.018,1.26419,1.24186,1.72657,0.39148,0.1854,0.2073,0.12648,2.18685,3.58542,2.79025,0.0005282,0.0005282,0.0005282
225,793.616,1.44302,1.69211,1.88982,0.35472,0.22368,0.24308,0.14601,2.19589,3.42532,2.78951,0.0005216,0.0005216,0.0005216
226,797.205,1.152,1.21931,1.71355,0.13502,0.54237,0.2788,0.16296,2.21034,3.44349,2.80407,0.000515,0.000515,0.000515
227,800.842,1.28405,1.36276,1.81466,0.53144,0.22034,0.27088,0.15846,2.1984,3.48104,2.80283,0.0005084,0.0005084,0.0005084
228,804.639,1.16094,1.28147,1.72492,0.60852,0.16949,0.28338,0.16599,2.1892,3.40593,2.82704,0.0005018,0.0005018,0.0005018
229,808.248,1.31498,1.23598,1.83481,0.69769,0.11864,0.24976,0.14779,2.18456,3.51741,2.84115,0.0004952,0.0004952,0.0004952
230,811.794,1.37298,1.52914,1.95641,0.59338,0.20339,0.26778,0.16342,2.18483,3.49815,2.8049,0.0004886,0.0004886,0.0004886
231,815.661,1.51682,1.54722,2.05087,0.10403,0.52542,0.27582,0.17263,2.19307,3.59929,2.8615,0.000482,0.000482,0.000482
232,819.226,1.45477,1.78825,1.83679,0.11111,0.55932,0.28001,0.17013,2.20741,3.61093,2.8984,0.0004754,0.0004754,0.0004754
233,822.834,1.45192,1.8482,2.05558,0.68483,0.11093,0.28807,0.16226,2.24891,3.40858,2.91407,0.0004688,0.0004688,0.0004688
234,826.486,1.17885,1.29726,1.77797,0.34289,0.16949,0.25953,0.14681,2.26382,3.15592,2.92941,0.0004622,0.0004622,0.0004622
235,830.051,1.24219,1.45762,1.82643,0.62596,0.15254,0.2311,0.12946,2.30233,3.32352,2.97351,0.0004556,0.0004556,0.0004556
236,833.672,1.1314,1.55346,1.57742,0.53383,0.13559,0.21195,0.12335,2.2575,3.59378,2.90678,0.000449,0.000449,0.000449
237,837.274,1.27567,1.47185,1.80918,0.78627,0.13559,0.21739,0.12995,2.24852,3.73466,2.853,0.0004424,0.0004424,0.0004424
238,840.855,1.24881,1.28669,1.71743,0.54817,0.1647,0.21436,0.12888,2.22021,3.85886,2.83153,0.0004358,0.0004358,0.0004358
239,844.641,1.13127,1.21671,1.73443,0.12791,0.37288,0.22957,0.13836,2.19863,3.92571,2.82618,0.0004292,0.0004292,0.0004292
240,848.239,1.34155,1.54058,1.81407,0.15287,0.40678,0.28011,0.1546,2.18815,3.84652,2.83455,0.0004226,0.0004226,0.0004226
241,851.891,1.32294,1.36564,1.8989,0.13846,0.45763,0.31266,0.17309,2.18534,3.701,2.82766,0.000416,0.000416,0.000416
242,855.573,1.12597,1.14089,1.63357,0.11765,0.44068,0.25837,0.14357,2.23125,3.79091,2.87288,0.0004094,0.0004094,0.0004094
243,859.155,1.1389,1.49772,1.67442,0.10476,0.37288,0.23597,0.13871,2.2586,3.8158,2.90082,0.0004028,0.0004028,0.0004028
244,862.815,1.30722,1.24375,1.81779,0.47431,0.24481,0.27102,0.15968,2.23711,3.86016,2.87663,0.0003962,0.0003962,0.0003962
245,866.409,1.33,1.33511,1.73028,0.16185,0.47458,0.30715,0.18356,2.20011,3.78887,2.8614,0.0003896,0.0003896,0.0003896
246,870.002,1.33652,1.32913,1.81338,0.15736,0.52542,0.30779,0.18372,2.18375,3.62851,2.79555,0.000383,0.000383,0.000383
247,873.619,1.15294,1.34589,1.71842,0.20566,0.35593,0.27594,0.1523,2.18618,3.5415,2.80126,0.0003764,0.0003764,0.0003764
248,877.268,1.13156,1.22508,1.58592,0.12062,0.52542,0.26255,0.1451,2.17684,3.4341,2.78981,0.0003698,0.0003698,0.0003698
249,880.848,1.14691,1.29679,1.7268,0.13147,0.55932,0.28928,0.16381,2.14126,3.36747,2.77578,0.0003632,0.0003632,0.0003632
250,884.418,1.34186,1.47368,1.86433,0.29795,0.38983,0.30125,0.16845,2.11838,3.21748,2.76434,0.0003566,0.0003566,0.0003566
251,888.009,1.2475,1.38337,1.69433,0.44269,0.20339,0.28027,0.15857,2.11241,3.26247,2.75272,0.00035,0.00035,0.00035
252,891.634,1.24869,1.31098,1.78337,0.13253,0.55932,0.26264,0.14918,2.12842,3.49876,2.76752,0.0003434,0.0003434,0.0003434
253,895.24,1.33206,1.3581,1.81429,0.15421,0.55932,0.28,0.16207,2.13073,3.57725,2.805,0.0003368,0.0003368,0.0003368
254,898.835,1.11929,1.36141,1.70947,0.13974,0.54237,0.26424,0.15665,2.18235,3.62516,2.88783,0.0003302,0.0003302,0.0003302
255,902.446,1.284,1.3612,1.79199,0.09206,0.49153,0.21717,0.12829,2.21778,3.65533,2.88622,0.0003236,0.0003236,0.0003236
256,906.125,1.35782,1.48619,1.86094,0.54741,0.18459,0.24953,0.13648,2.25005,3.48204,2.88137,0.000317,0.000317,0.000317
257,909.84,1.22726,1.45013,1.75399,0.50254,0.18842,0.28175,0.15499,2.20247,3.30756,2.81986,0.0003104,0.0003104,0.0003104
258,913.512,1.13719,1.23764,1.60955,0.39642,0.24502,0.30775,0.16939,2.16535,3.16952,2.78697,0.0003038,0.0003038,0.0003038
259,917.307,1.12096,1.21612,1.60654,0.40147,0.20339,0.28873,0.16114,2.12406,3.26496,2.78168,0.0002972,0.0002972,0.0002972
260,920.969,1.23479,1.2938,1.73568,0.50207,0.13559,0.26325,0.15107,2.11749,3.45024,2.81731,0.0002906,0.0002906,0.0002906
261,924.549,1.19032,1.28475,1.62942,0.52991,0.11864,0.23536,0.13513,2.12477,3.62816,2.83249,0.000284,0.000284,0.000284
262,928.183,1.12957,1.4056,1.68468,0.1,0.44068,0.23745,0.13922,2.16097,3.71114,2.8612,0.0002774,0.0002774,0.0002774
263,931.755,1.26331,1.31881,1.78524,0.11823,0.40678,0.22132,0.13272,2.17146,3.87837,2.87638,0.0002708,0.0002708,0.0002708
264,935.408,1.12928,1.34819,1.6493,0.11952,0.50847,0.20935,0.13175,2.14955,3.68063,2.84527,0.0002642,0.0002642,0.0002642
265,939.041,1.05207,1.06541,1.56007,0.46779,0.11921,0.22311,0.13205,2.13635,3.43605,2.81645,0.0002576,0.0002576,0.0002576
266,942.724,1.11947,1.33575,1.64868,0.53984,0.11864,0.24643,0.14541,2.16963,3.48731,2.84015,0.000251,0.000251,0.000251
267,946.398,1.01836,1.13616,1.59052,0.14634,0.50847,0.25712,0.15271,2.18737,3.72949,2.88283,0.0002444,0.0002444,0.0002444
268,950.014,1.15243,1.60576,1.60476,0.16484,0.50847,0.27769,0.16515,2.1972,3.82939,2.91808,0.0002378,0.0002378,0.0002378
269,953.577,1.06614,1.1645,1.55157,0.15657,0.52542,0.28708,0.16698,2.17866,3.7722,2.87973,0.0002312,0.0002312,0.0002312
270,957.175,1.03842,1.39122,1.568,0.12598,0.54237,0.27406,0.16298,2.15199,3.55545,2.82056,0.0002246,0.0002246,0.0002246
271,960.78,0.99617,0.98733,1.60252,0.12333,0.62712,0.27185,0.16305,2.15776,3.33945,2.78962,0.000218,0.000218,0.000218
272,964.529,0.97776,1.33982,1.50077,0.1362,0.64407,0.29945,0.17238,2.14572,3.32629,2.77617,0.0002114,0.0002114,0.0002114
273,968.111,1.30088,1.32236,1.77873,0.16749,0.57627,0.31367,0.18148,2.14728,3.50546,2.77561,0.0002048,0.0002048,0.0002048
274,971.728,1.09755,1.10414,1.68897,0.1931,0.47458,0.3156,0.19522,2.13913,3.71292,2.78653,0.0001982,0.0001982,0.0001982
275,975.402,1.1759,1.21999,1.72528,0.17647,0.45763,0.30456,0.18602,2.12726,3.75706,2.78006,0.0001916,0.0001916,0.0001916
276,978.986,1.06212,1.09143,1.66742,0.13021,0.42373,0.28494,0.17185,2.13824,3.69601,2.8077,0.000185,0.000185,0.000185
277,982.547,1.19654,1.34966,1.75809,0.41979,0.28814,0.27043,0.16296,2.13421,3.56674,2.79256,0.0001784,0.0001784,0.0001784
278,986.112,1.09843,1.11728,1.64541,0.54113,0.12001,0.2629,0.15576,2.12441,3.35544,2.76223,0.0001718,0.0001718,0.0001718
279,989.715,1.18446,1.11494,1.82168,0.47794,0.20178,0.2854,0.17044,2.07317,3.12715,2.70236,0.0001652,0.0001652,0.0001652
280,993.369,1.11698,1.10832,1.72277,0.48472,0.20339,0.30371,0.1831,2.04971,3.01333,2.67313,0.0001586,0.0001586,0.0001586
281,997.059,1.20249,1.20594,1.67532,0.46355,0.2491,0.30838,0.18609,2.06613,3.10441,2.69318,0.000152,0.000152,0.000152
282,1000.74,0.98502,0.99071,1.54786,0.56592,0.13559,0.30523,0.18385,2.09283,3.20494,2.73337,0.0001454,0.0001454,0.0001454
283,1004.4,1.11109,1.34434,1.65681,0.26375,0.33898,0.29242,0.17448,2.12378,3.38725,2.77428,0.0001388,0.0001388,0.0001388
284,1008.1,1.1937,1.50315,1.74043,0.11475,0.47458,0.28872,0.1667,2.14139,3.58564,2.80983,0.0001322,0.0001322,0.0001322
285,1011.76,1.16197,1.25874,1.6656,0.77776,0.11863,0.28364,0.16441,2.12982,3.5934,2.8018,0.0001256,0.0001256,0.0001256
286,1015.51,1.0586,1.02124,1.5621,0.63378,0.17624,0.2838,0.16818,2.11664,3.486,2.78151,0.000119,0.000119,0.000119
287,1019.33,0.96906,0.95458,1.51487,0.48381,0.16949,0.28849,0.16619,2.11557,3.41834,2.77563,0.0001124,0.0001124,0.0001124
288,1023.1,1.01363,1.04092,1.54039,0.42554,0.20339,0.2926,0.16688,2.12404,3.34909,2.78098,0.0001058,0.0001058,0.0001058
289,1026.76,1.16497,1.15286,1.62906,0.36569,0.35182,0.29256,0.16653,2.12603,3.38816,2.78444,9.92e-05,9.92e-05,9.92e-05
290,1030.42,1.08365,1.15914,1.56056,0.15942,0.55932,0.30095,0.17057,2.12807,3.45014,2.78572,9.26e-05,9.26e-05,9.26e-05
291,1057.42,0.87845,1.71321,1.46532,0.4651,0.23729,0.27671,0.15963,2.13051,3.52756,2.77953,8.6e-05,8.6e-05,8.6e-05
292,1061,0.9366,1.28379,1.60166,0.69383,0.10169,0.24258,0.14006,2.12333,3.70394,2.79178,7.94e-05,7.94e-05,7.94e-05
293,1064.4,0.70582,1.8895,1.214,0.87285,0.1166,0.24439,0.14393,2.12792,3.75473,2.8028,7.28e-05,7.28e-05,7.28e-05
294,1077.7,0.7618,1.09103,1.31458,0.88045,0.11864,0.24524,0.14197,2.14042,3.81082,2.82379,6.62e-05,6.62e-05,6.62e-05
295,1091.89,0.85106,0.94278,1.44697,0.86984,0.13559,0.25205,0.14595,2.14241,3.73617,2.81306,5.96e-05,5.96e-05,5.96e-05
296,1106.09,0.8551,1.19128,1.48001,0.81318,0.14788,0.25483,0.14808,2.14218,3.6508,2.80127,5.3e-05,5.3e-05,5.3e-05
297,1120.25,0.7786,1.10888,1.36775,0.69063,0.15254,0.25441,0.14458,2.12986,3.59702,2.78724,4.64e-05,4.64e-05,4.64e-05
298,1134.54,0.89446,0.97174,1.53991,0.70572,0.13559,0.25197,0.13967,2.12819,3.62295,2.78699,3.98e-05,3.98e-05,3.98e-05
299,1148.8,0.73629,0.82754,1.31954,0.7498,0.11864,0.24613,0.13541,2.12855,3.64301,2.78919,3.32e-05,3.32e-05,3.32e-05
300,1163.01,0.82483,0.91546,1.42517,0.79178,0.11864,0.24451,0.13587,2.12218,3.64892,2.77985,2.66e-05,2.66e-05,2.66e-05
